link,category,name,image,description,availability,mpn,sku,brand,price,condition,seller,full description
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/SEAGATE/ST20000NM000D_352785.htm,Home/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/ST20000NM000D, Seagate ST20000NM000D Exos X20 20tb 7.2K sata-6gbps 256mb buffer 3.5&quot; Hdd,http://www.serversuply.com//images/item/352785.jpg,SEAGATE ST20000NM000D EXOS X20 20TB 7200RPM SATA-6GBPS 256MB BUFFER 512E/4KN SED 3.5INCH ENTERPRISE HARD DISK DRIVE. NEW WITH MFG WARRANTY. ,IN STOCK,ST20000NM000D,352785,SEAGATE,625,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate
Manufacturer Model : St20000nm000d
Product Line : Exos X20
Product Name : Exos X20 20tb Hard Drive.

Best-fit Applications :
Scalable Hyperscale Applications/cloud Data Centers
Massive Scale-out Data Centers
Big Data Applications
High-capacity Density Raid Storage
Mainstream Enterprise External Storage Arrays
Distributed File Systems, Including Hadoop And Ceph
Enterprise Backup And Restore— D2d, Virtual Tape
Centralized Surveillance

Key Features :
Storage Capacity : 20 Tb
Enclosure : Internal
Interface : Sata-6gbps
512e Sector Size (bytes Per Sector) : 512
4kn Sector Size (bytes Per Sector) : 4096
Drive Dimensions : 3.5 Inch
Mtbf : 2.5 Million Hours
Helium Sealed-drive Design : Yes
Superparity : Yes
Low Halogen : Yes
Powerchoice™ Idle Power Technology : Yes
Powerchoice™ Power/performance Technology : Yes
Low Halogen/hot-plug Support : Yes
Organic Solderability Preservative : Yes
Rsa 2048 Firmware Verification (sd&d) : Yes

Drive Performance :
Interface Access Speed (gb/s) : 6.0, 3.0
Sustained Data Transfer Rate Od (max): 285/272 Mbps
Random Read/write 4k Qd16 Wcd (iops) : 168/550
Average Latency : 4.16 Ms
Interface Ports : Single
Buffer : 256 Mb
Rotational Speed : 7200 Rpm

Physical :
Dimensions ( L X W X H) : 147.0 X 101.85 X 26.1 Mm
Weight : 670 G



Condition : Brand New With Mfg Warranty.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/SEAGATE/ST20000NE000_352786.htm,Home/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/ST20000NE000, Seagate ST20000NE000 Ironwolf Pro 20TB 7.2K Rpm SATA 6Gb/s 3.5&quot; Internal HDD,http://www.serversuply.com//images/item/352786.jpg,SEAGATE ST20000NE000 IRONWOLF PRO 20TB 7200RPM SATA-6GBPS 256MB BUFFER 3.5INCH HARD DISK DRIVE. NEW WITH MFG WARRANTY. ,IN STOCK,ST20000NE000,352786,SEAGATE,605,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate
Manufacturer Model : St20000ne000
Product Line : Ironwolf Pro
Product Name : Ironwolf Pro 20tb Hard Drive.

Best-fit Applications :
Commercial And Enterprise Network-attached Storage (nas)
1- To 24-bay Network Attached Storage (nas)
Backup, Archiving, And Disaster Recovery
On-premise Private Cloud
Virtual Storage

Key Features :
Storage Capacity : 20 Tb
Enclosure : Internal
Interface : Sata-6gbps
Drive Dimensions : 3.5 Inch
Sustained Data Transfer Rate Od (max) : 285 Mb/s
Interface Ports : Single
Buffer : 256 Mb
Rotational Speed : 7200 Rpm

Physical :
Dimensions (l X W X H) : 146.99 X 101.85 X 26.11 Mm
Weight : 670 G



condition : New With Mfg Warranty.
availability : In Stock.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/WESTERN DIGITAL/WUH722020ALE6L4_352013.htm,Home/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/WUH722020ALE6L4, WD WUH722020ALE6L4 Ultrastar DC HC560 20tb 7.2K sata-6gbps 3.5&quot; Hdd,http://www.serversuply.com//images/item/352013.jpg,WESTERN DIGITAL WUH722020ALE6L4 ULTRASTAR DC HC560 20TB 7200RPM SATA-6GBPS 512MB BUFFER 512E SE 3.5INCH HELIUM PLATFORM OPTINAND TECHNOLOGY DATA CENTER HARD DRIVE. NEW WITH MFG WARRANTY. ,IN STOCK,WUH722020ALE6L4,352013,WESTERN DIGITAL,438,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Western Digital Corporation
Model : Wuh722020ale6l4
Product Line : Ultrastar
Product Series : Ultrastar Dc Hc560
Product Name : Ultrastar Dc Hc560 20tb Enterprise Hard Drive.

Applications/environments :
Cloud & Hyperscale Storage
Massive Scale-out (mso), High-density Data Centers
Distributed File Systems
Bulk Storage Using Object Storage Solutions Likeceph™ And Openstack® Swift
Primary And Secondary Storage For Apachehadoop® For Big Data Analytics

Key Features :
Storage Capacity : 20 Tb
Enclosure : Internal
Interface : Sata-6gbps
Drive Dimensions : 3.5 Inch
Mtbf : 2.5 Million Hours

Drive Performance :
Interface Transfer Rate : 600 Mbps
Sustained Transfer Rate : 269/257 Mbps
Average Latency : 4.16 Ms
Buffer : 512 Mb
Rotational Speed : 7200 Rpm

Physical :
Z-height : 26.1 Mm
Dimensions ( W X D) : 101.6 X 147 Mm
Weight : 690 G



Condition : Brand New With Mfg Warranty.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/WESTERN DIGITAL/0F38755_352023.htm,Home/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/0F38755, WD 0F38755 Ultrastar DC HC560 20tb 7.2K sata-6gbps 3.5&quot; Hdd,http://www.serversuply.com//images/item/352023.jpg,WESTERN DIGITAL 0F38755 ULTRASTAR DC HC560 20TB 7200RPM SATA-6GBPS 512MB BUFFER 512E SE 3.5INCH HELIUM PLATFORM OPTINAND TECHNOLOGY DATA CENTER HARD DRIVE. NEW WITH MFG WARRANTY. ,IN STOCK,0F38755,352023,WESTERN DIGITAL,438,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Western Digital Corporation
Part : 0f38755
Product Line : Ultrastar
Product Series : Ultrastar Dc Hc560
Product Name : Ultrastar Dc Hc560 20tb Enterprise Hard Drive.

Applications/environments :
Cloud & Hyperscale Storage
Massive Scale-out (mso), High-density Data Centers
Distributed File Systems
Bulk Storage Using Object Storage Solutions Likeceph™ And Openstack® Swift
Primary And Secondary Storage For Apachehadoop® For Big Data Analytics

Key Features :
Storage Capacity : 20 Tb
Enclosure : Internal
Interface : Sata-6gbps
Drive Dimensions : 3.5 Inch
Mtbf : 2.5 Million Hours

Drive Performance :
Interface Transfer Rate : 600 Mbps
Sustained Transfer Rate : 269/257 Mbps
Average Latency : 4.16 Ms
Buffer : 512 Mb
Rotational Speed : 7200 Rpm

Physical :
Z-height : 26.1 Mm
Dimensions ( W X D) : 101.6 X 147 Mm
Weight : 690 G



Condition : Brand New With Mfg Warranty.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/SEAGATE/ST20000NM007D_352784.htm,Home/HARD DRIVES/SATA-6GBPS/20TB-7200RPM/ST20000NM007D, Seagate ST20000NM007D Exos X20 20tb 7.2K sata-6gbps 256mb buffer 3.5&quot; Hdd,http://www.serversuply.com//images/item/352784.jpg,SEAGATE ST20000NM007D EXOS X20 20TB 7200RPM SATA-6GBPS 256MB BUFFER 512E/4KN 3.5INCH ENTERPRISE HARD DISK DRIVE. NEW WITH MFG WARRANTY. ,IN STOCK,ST20000NM007D,352784,SEAGATE,454,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate
Manufacturer Model : St20000nm007d
Product Line : Exos X20
Product Name : Exos X20 20tb Hard Drive.

Best-fit Applications :
Scalable Hyperscale Applications/cloud Data Centers
Massive Scale-out Data Centers
Big Data Applications
High-capacity Density Raid Storage
Mainstream Enterprise External Storage Arrays
Distributed File Systems, Including Hadoop And Ceph
Enterprise Backup And Restore— D2d, Virtual Tape
Centralized Surveillance

Key Features :
Storage Capacity : 20 Tb
Enclosure : Internal
Interface : Sata-6gbps
512e Sector Size (bytes Per Sector) : 512
4kn Sector Size (bytes Per Sector) : 4096
Drive Dimensions : 3.5 Inch
Mtbf : 2.5 Million Hours
Helium Sealed-drive Design : Yes
Superparity : Yes
Low Halogen : Yes
Powerchoice™ Idle Power Technology : Yes
Powerchoice™ Power/performance Technology : Yes
Low Halogen/hot-plug Support : Yes
Organic Solderability Preservative : Yes
Rsa 2048 Firmware Verification (sd&d) : Yes

Drive Performance :
Interface Access Speed (gb/s) : 6.0, 3.0
Sustained Data Transfer Rate Od (max): 285/272 Mbps
Random Read/write 4k Qd16 Wcd (iops) : 168/550
Average Latency : 4.16 Ms
Interface Ports : Single
Buffer : 256 Mb
Rotational Speed : 7200 Rpm

Physical :
Dimensions ( L X W X H) : 147.0 X 101.85 X 26.1 Mm
Weight : 670 G



Condition : Brand New With Mfg Warranty.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/8TB-5640RPM/WESTERN DIGITAL/WD80EAZZ_358842.htm,Home/HARD DRIVES/SATA-6GBPS/8TB-5640RPM/WD80EAZZ, WD Blue WD80EAZZ 8TB 5640 RPM 128MB Cache SATA 6Gb/s 3.5&quot; HDD ,http://www.serversuply.com//images/item/358842.jpg,WESTERN DIGITAL WD80EAZZ WD BLUE 8TB 5640RPM SATA-6GBPS 128MB BUFFER 3.5INCH INTERNAL DESKTOP HARD DISK DRIVE. ,IN STOCK,WD80EAZZ,358842,WESTERN DIGITAL,240,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Western Digital Corporation
Manufacturer Website Address : Www.wdc.com
Manufacturer Part : Wd80eazz
Product Line : Wd Blue
Product Name : Wd Blue 8tb Internal Hard Drive

Key Features :
Capacity : 8 Tb
Interface : Sata-6gbps
Drive Dimensions : 3.5 Inch
Advanced Format : Yes
Rohs Compliant : Yes

Performance :
Data Transfer Rate (max) Buffer To Host : 6 Gbps
Data Transfer Rate Host To/from Drive (sustained) : 185 Mbps
Spindle Speed : 5640 Rpm
Buffer : 128 Mb

Physical :
Dimensions (h X L X W) : 26.1 X 147 X 101.6 Mm



condition : New.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/300GB-15000RPM/SEAGATE/ST300MP0026_289834.htm,Home/HARD DRIVES/SAS-12GBPS/300GB-15000RPM/ST300MP0026, Seagate Enterprise ST300MP0026 300GB 15K Rpm SAS 12Gbps 2.5&quot; Hard Drive,http://www.serversuply.com//images/item/289834.jpg,SEAGATE ST300MP0026 ENTERPRISE PERFORMANCE 15K 300GB SAS-12GBITS 256MB BUFFER 512N 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM.   ,IN STOCK,ST300MP0026,289834,SEAGATE,125,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St300mp0026
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k Hdd

Technical Information :
Storage Capacity: 300 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbits
Rotational Speed : 15000 Rpm
Cache : 256 Mb



condition : Brand New Dell Oem.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/300GB-15000RPM/SEAGATE/ST300MP0006_310302.htm,Home/HARD DRIVES/SAS-12GBPS/300GB-15000RPM/ST300MP0006, Seagate Enterprise ST300MP0006 300GB 15K RPM SAS-12Gbps 2.5&quot; Oem HDD,http://www.serversuply.com//images/item/310302.jpg,SEAGATE ST300MP0006 ENTERPRISE PERFORMANCE 300GB 15K RPM SAS-12GBITS 256MB BUFFER 2.5INCH 512N INTERNAL HARD DISK DRIVE. DELL OEM  ,IN STOCK,ST300MP0006,310302,SEAGATE,114,Refurbished,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St300mp0006
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k.6 Hdd

Technical Information :
Storage Capacity: 300 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbits
Rotational Speed : 15000 Rpm
Cache : 256 Mb
Number Of Heads : 2
Number Of Disks : 1
Average Latency : 2 Ms

Physical
Dimensions (h X W X D) : 15.00 X 69.85 X 100.45 Mm
Weight : 225 G


Condition : Refurbished (dell Oem).
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/300GB-15000RPM/SEAGATE/1MG200-151_337814.htm,Home/HARD DRIVES/SAS-12GBPS/300GB-15000RPM/1MG200-151, Seagate 1MG200-151 300GB 15K RPM SAS 12Gb/s 2.5&quot; New Dell Oem HDD,http://www.serversuply.com//images/item/337814.jpg,SEAGATE 1MG200-151 ENTERPRISE PERFORMANCE 15K 300GB SAS-12GBITS 128MB BUFFER 512N 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM.   ,IN STOCK,1MG200-151,337814,SEAGATE,115,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : 1mg200-151
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k Hdd

Technical Information :
Storage Capacity : 300 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbits
Number Of Heads : 4
Number Of Disks : 2

Performance :
Rotational Speed : 15000 Rpm
Average Latency : 2 Ms
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 69.85 X 100.45 Mm
Weight : 225 G


condition : Brand New Dell Oem.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/SEAGATE/ST600MM0238_289830.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/ST600MM0238, Seagate ST600MM0238 600GB 10K RPM SAS 12.0Gb/S 2.5&quot; Internal HDD ,http://www.serversuply.com//images/item/289830.jpg,SEAGATE ST600MM0238 600GB 10000RPM SAS-12GBPS 2.5INCH INTERNAL HARD DISK DRIVE. DELL OEM. ,IN STOCK,ST600MM0238,289830,SEAGATE,50,Refurbished,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St600mm0238
mfg Website Address: Www.seagate.com
interface : Sas-12gbps
capacity : 600 Gb
rotational Speed: 10000 Rpm
compatible Drive Bay Width: 2.5 Inch


Condition : Refurbished (dell Oem).
availability : Call.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/WESTERN DIGITAL/HUC156060CSS200_210634.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/HUC156060CSS200, WD HUC156060CSS200 Ultrastar C15K600 600GB 15K SAS 2.5&quot; Hdd ref,http://www.serversuply.com//images/item/210634.jpg,WESTERN DIGITAL HUC156060CSS200 ULTRASTAR C15K600 600GB 15000RPM SAS-12GBPS 128MB BUFFER 512N 2.5INCH ENTERPRISE HARD DRIVE. ,IN STOCK,HUC156060CSS200,210634,WESTERN DIGITAL,50,New,Sever Supply,"Detail overview
General Information :
Brand : Western Digital
Model : Huc156060css200
Product Line : Ultrastar
Product Series : C15k600
Product Name : Ultrastar C15k600 Huc156060css200 Hard Drive

Key Features :
Storage Capacity : 600 Gb
Enclosure : Internal
Number Of Heads : 6 / 4 / 3
Number Of Disks : 3 / 2 / 2
Interface : Sas-12gbps
Drive Dimensions : 2.5 Inch
Max Areal Density : 528 Gbits Per Square Inch
Mtbf : 2 Million Hours

Drive Performance :
Interface Transfer Rate (max) : 1200 Mbps
Sustained Transfer Rate (typ.) : 175 To 250 Mbps
Seek Time (read, Typical) : 2.9 / 3.1 Ms
Average Latency : <2.0 Ms
Rotational Speed : 15000 Rpm
Buffer : 128 Mb

Physical :
Z-height : 14.8 Mm
Dimensions ( W X D) : 70.1 X 100.45 Mm
Weight : 219 G



Condition : Brand New.
Availability : In Stock.
Server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/SEAGATE/ST600MM0088_337565.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/ST600MM0088, Seagate ST600MM0088 600gb SAS 12Gb/s 10K 2.5&quot; OEM HDD,http://www.serversuply.com//images/item/337565.jpg,SEAGATE ST600MM0088 ENTERPRISE PERFORMANCE 10K.8 600GB SAS-12GBPS 128MB BUFFER 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM. ,IN STOCK,ST600MM0088,337565,SEAGATE,105,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St600mm0088
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 10k Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbps
Number Of Heads : 8
Number Of Disks : 4
Nand Flash Type : Emlc
Nand Flash Size : 32 Gb
I/o Acceleration And Response Time Optimization : Enabled
Intelligent Nand Endurance Management : Yes
Afr : 0.44%

Performance :
Rotational Speed : 10000 Rpm
External Transfer Rate : 1200 Mbps
Average Latency : 2.9 Ms
Sustained Transfer Rate Outer To Inner Diameter : 241 To 117 Mbps
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 70.10 X 100.45 Mm
Weight : 199 G



condition : New Dell Oem.
availability : In Stock.
mfg Warranty : None.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/SEAGATE/1FD200-151_337566.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/1FD200-151, Seagate 1FD200-151 600gb SAS 12Gb/s 10K 2.5&quot; OEM HDD,http://www.serversuply.com//images/item/337566.jpg,SEAGATE 1FD200-151 ENTERPRISE PERFORMANCE 10K.8 600GB SAS-12GBPS 128MB BUFFER 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM. ,IN STOCK,1FD200-151,337566,SEAGATE,105,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : 1fd200-151
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 10k Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbps
Number Of Heads : 8
Number Of Disks : 4
Nand Flash Type : Emlc
Nand Flash Size : 32 Gb
I/o Acceleration And Response Time Optimization : Enabled
Intelligent Nand Endurance Management : Yes
Afr : 0.44%

Performance :
Rotational Speed : 10000 Rpm
External Transfer Rate : 1200 Mbps
Average Latency : 2.9 Ms
Sustained Transfer Rate Outer To Inner Diameter : 241 To 117 Mbps
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 70.10 X 100.45 Mm
Weight : 199 G



condition : New Dell Oem.
availability : In Stock.
mfg Warranty : None.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/SEAGATE/ST600MP0006_288504.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/ST600MP0006, Seagate Enterprise ST600MP0006 600GB 15K RPM SAS-12Gbps 2.5&quot; HDD,http://www.serversuply.com//images/item/288504.jpg,SEAGATE ST600MP0006 ENTERPRISE PERFORMANCE 600GB 15K RPM SAS-12GBITS 256MB BUFFER 2.5INCH 512N INTERNAL HARD DISK DRIVE.  ,IN STOCK,ST600MP0006,288504,SEAGATE,210,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St600mp0006
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k.6 Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbits
Rotational Speed : 15000 Rpm
Cache : 256 Mb
Number Of Heads : 4
Number Of Disks : 2
Average Latency : 2 Ms

Physical
Dimensions (h X W X D) : 15.00 X 69.85 X 100.45 Mm
Weight : 230 G


condition : New.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/SEAGATE/ST600MP0005_214678.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/ST600MP0005, Seagate ST600MP0005 600GB 15K SAS 12Gb/s 2.5&quot; Ref Oem HDD ,http://www.serversuply.com//images/item/214678.jpg,SEAGATE ST600MP0005 ENTERPRISE PERFORMANCE 15K 600GB SAS-12GBITS 128MB BUFFER 512N 2.5INCH INTERNAL HARD DISK DRIVE. DELL OEM.  ,IN STOCK,ST600MP0005,214678,SEAGATE,85,Refurbished,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St600mp0005
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbits
Number Of Heads : 6
Number Of Disks : 3

Performance :
Rotational Speed : 15000 Rpm
Average Latency : 2 Ms
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 69.85 X 100.45 Mm
Weight : 230 G


condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/SEAGATE/ST600MP0005_237089.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/ST600MP0005, Seagate ST600MP0005 600GB 15K SAS 12Gb/s 2.5&quot; HDD,http://www.serversuply.com//images/item/237089.jpg,SEAGATE ST600MP0005 ENTERPRISE PERFORMANCE 15K 600GB SAS-12GBITS 128MB BUFFER 512N 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM.   ,IN STOCK,ST600MP0005,237089,SEAGATE,140,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St600mp0005
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbits
Number Of Heads : 6
Number Of Disks : 3

Performance :
Rotational Speed : 15000 Rpm
Average Latency : 2 Ms
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 69.85 X 100.45 Mm
Weight : 230 G


condition : Brand New (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/SEAGATE/ST600MP0036_289832.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/ST600MP0036, Seagate Enterprise ST600MP0036 600GB 15K RPM SAS 12.0Gb/S 2.5&quot; HDD ,http://www.serversuply.com//images/item/289832.jpg,SEAGATE ST600MP0036 ENTERPRISE PERFORMANCE 15K 600GB SAS-12GBITS 128MB BUFFER 512N 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM. ,IN STOCK,ST600MP0036,289832,SEAGATE,245,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St600mp0036
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k Hdd

Technical Information :
Storage Capacity: 600 Gb
Rotational Speed : 15000 Rpm
Interface : Sas-12gbits
Cache : 128 Mb
Form Factor : 2.5 Inch
Average Latency : 2 Ms


condition : New Dell Oem.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/SEAGATE/ST600MP0136_288505.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-15000RPM/ST600MP0136, Seagate Enterprise ST600MP0136 600GB 15K RPM SAS-12Gbps 2.5&quot; HDD,http://www.serversuply.com//images/item/288505.jpg,SEAGATE ST600MP0136 ENTERPRISE PERFORMANCE 600GB 15K RPM SAS-12GBITS 256MB BUFFER 2.5INCH 512E/4KN INTERNAL HARD DISK DRIVE. CALL. ,IN STOCK,ST600MP0136,288505,SEAGATE,257,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St600mp0136
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 15k.6 Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbits
Rotational Speed : 15000 Rpm
Cache : 256 Mb
Number Of Heads : 4
Number Of Disks : 2
Average Latency : 2 Ms

Physical
Dimensions (h X W X D) : 15.00 X 69.85 X 100.45 Mm
Weight : 230 G


condition : New.
availability : Call.
our Warranty : 30 Days."
